Date,Average Temperature_x,Anomaly,Maximun Temperature,Anomaly.1,Minimum Temperature,Anomaly.2,Year,Month,encode_state
191806,63.3,0.4,75.6,0.4,51,0.3,1919,6,5
191807,65.8,-3.1,79.3,-2.9,52.2,-3.4,1919,7,5
191808,66.2,-0.6,79.1,-1.7,53.2,0.3,1919,8,5
191809,51.8,-4.5,66.1,-3.7,37.4,-5.4,1919,9,5
191810,45.6,1.7,58.2,1.9,32.9,1.5,1919,10,5
191811,27.8,1.7,36.3,0.8,19.3,2.7,1919,11,5
191812,17.6,4.9,26.3,4.2,9,5.6,1919,12,5
191901,18.3,11.9,28.1,11.8,8.4,11.9,1920,1,5
191902,7,-4.6,15.6,-6.1,-1.7,-3.2,1920,2,5
191903,17.2,-7.1,26.6,-7.9,7.8,-6.4,1920,3,5
191904,42,0.7,52.2,-1,31.8,2.4,1920,4,5
191905,55.3,1.6,68,1.2,42.6,1.9,1920,5,5
191906,67.3,4.4,79.7,4.5,55,4.3,1920,6,5
191907,71.5,2.6,85.7,3.5,57.4,1.8,1920,7,5
191908,67.9,1.1,82.2,1.4,53.5,0.6,1920,8,5
191909,58.6,2.3,71,1.2,46.3,3.5,1920,9,5
191910,32.8,-11.1,44.3,-12,21.2,-10.2,1920,10,5
191911,14.9,-11.2,23,-12.5,6.9,-9.7,1920,11,5
191912,7,-5.7,15.3,-6.8,-1.3,-4.7,1920,12,5
192001,2.2,-4.2,11.4,-4.9,-7,-3.5,1921,1,5
192002,12.7,1.1,22.6,0.9,2.7,1.2,1921,2,5
192003,22.4,-1.9,33.3,-1.2,11.5,-2.7,1921,3,5
192004,32.1,-9.2,42,-11.2,22.2,-7.2,1921,4,5
192005,53.5,-0.2,66.3,-0.5,40.7,0,1921,5,5
192006,62.3,-0.6,74.1,-1.1,50.5,-0.2,1921,6,5
192007,68.6,-0.3,81.5,-0.7,55.7,0.1,1921,7,5
192008,68.7,1.9,83.8,3,53.6,0.7,1921,8,5
192009,58.6,2.3,71.9,2.1,45.3,2.5,1921,9,5
192010,48.3,4.4,61.6,5.3,35,3.6,1921,10,5
192011,26.8,0.7,35.8,0.3,17.8,1.2,1921,11,5
192012,14.2,1.5,23,0.9,5.5,2.1,1921,12,5
192101,15,8.6,25.2,8.9,4.7,8.2,1922,1,5
192102,19.3,7.7,30.2,8.5,8.3,6.8,1922,2,5
192103,24.9,0.6,36.3,1.8,13.6,-0.6,1922,3,5
192104,40.9,-0.4,53.6,0.4,28.3,-1.1,1922,4,5
192105,53.7,0,66,-0.8,41.4,0.7,1922,5,5
192106,68.4,5.5,80,4.8,56.8,6.1,1922,6,5
192107,71.5,2.6,84.7,2.5,58.3,2.7,1922,7,5
192108,67,0.2,82.3,1.5,51.8,-1.1,1922,8,5
192109,56.7,0.4,68.2,-1.6,45.1,2.3,1922,9,5
192110,46.8,2.9,60.3,4,33.4,2,1922,10,5
192111,20,-6.1,28.3,-7.2,11.6,-5,1922,11,5
192112,15.5,2.8,23.6,1.5,7.4,4,1922,12,5
192201,5.8,-0.6,15.8,-0.5,-4.2,-0.7,1923,1,5
192202,-0.3,-11.9,10.2,-11.5,-10.8,-12.3,1923,2,5
192203,25.3,1,33.5,-1,17.2,3,1923,3,5
192204,42,0.7,52.7,-0.5,31.2,1.8,1923,4,5
192205,56.1,2.4,67.3,0.5,44.9,4.2,1923,5,5
192206,64.6,1.7,76.2,1,53,2.3,1923,6,5
192207,65.8,-3.1,78.8,-3.4,52.9,-2.7,1923,7,5
192208,69.8,3,84.2,3.4,55.3,2.4,1923,8,5
192209,59.7,3.4,74,4.2,45.5,2.7,1923,9,5
192210,45.3,1.4,59.2,2.9,31.4,0,1923,10,5
192211,30.6,4.5,36.7,1.2,24.5,7.9,1923,11,5
192212,7.2,-5.5,15.8,-6.3,-1.5,-4.9,1923,12,5
192301,8.8,2.4,18.9,2.6,-1.2,2.3,1924,1,5
192302,3.6,-8,14.8,-6.9,-7.6,-9.1,1924,2,5
192303,17.6,-6.7,28.5,-6,6.6,-7.6,1924,3,5
192304,38.6,-2.7,49.9,-3.3,27.2,-2.2,1924,4,5
192305,53.9,0.2,67.5,0.7,40.3,-0.4,1924,5,5
192306,65.9,3,78.2,3,53.6,2.9,1924,6,5
192307,71.3,2.4,83.5,1.3,59.1,3.5,1924,7,5
192308,62.7,-4.1,75.8,-5,49.5,-3.4,1924,8,5
192309,58.7,2.4,72.2,2.4,45.1,2.3,1924,9,5
192310,43.2,-0.7,54.8,-1.5,31.6,0.2,1924,10,5
192311,35.2,9.1,45.7,10.2,24.6,8,1924,11,5
192312,21.1,8.4,31.6,9.5,10.6,7.2,1924,12,5
192401,1.3,-5.1,12.2,-4.1,-9.7,-6.2,1925,1,5
192402,20,8.4,30.4,8.7,9.5,8,1925,2,5
192403,24.8,0.5,33.5,-1,16.2,2,1925,3,5
192404,38.8,-2.5,49.3,-3.9,28.3,-1.1,1925,4,5
192405,46.8,-6.9,59.9,-6.9,33.7,-7,1925,5,5
192406,58.8,-4.1,70.5,-4.7,47.1,-3.6,1925,6,5
192407,65.7,-3.2,78.8,-3.4,52.5,-3.1,1925,7,5
192408,63.6,-3.2,77.5,-3.3,49.6,-3.3,1925,8,5
192409,54.8,-1.5,68.4,-1.4,41.3,-1.5,1925,9,5
192410,49.6,5.7,62.6,6.3,36.5,5.1,1925,10,5
192411,26.5,0.4,35.6,0.1,17.4,0.8,1925,11,5
192412,1.9,-10.8,11.4,-10.7,-7.6,-11,1925,12,5
192501,7.6,1.2,18.3,2,-3.1,0.4,1926,1,5
192502,15.8,4.2,25.8,4.1,5.8,4.3,1926,2,5
192503,27.2,2.9,38.4,3.9,15.9,1.7,1926,3,5
192504,47.4,6.1,60.1,6.9,34.7,5.3,1926,4,5
192505,53.5,-0.2,68.8,2,38.2,-2.5,1926,5,5
192506,61.4,-1.5,72.4,-2.8,50.4,-0.3,1926,6,5
192507,66.9,-2,80.6,-1.6,53.1,-2.5,1926,7,5
192508,67.8,1,83.7,2.9,51.8,-1.1,1926,8,5
192509,57.8,1.5,70.3,0.5,45.4,2.6,1926,9,5
192510,32.6,-11.3,41.4,-14.9,23.7,-7.7,1926,10,5
192511,27.8,1.7,38.3,2.8,17.2,0.6,1926,11,5
192512,15.4,2.7,23.9,1.8,7,3.6,1926,12,5
192601,15.4,9,25.8,9.5,4.9,8.4,1927,1,5
192602,21.2,9.6,29.9,8.2,12.5,11,1927,2,5
192603,25.6,1.3,37.3,2.8,13.9,-0.3,1927,3,5
192604,42.4,1.1,58,4.8,26.8,-2.6,1927,4,5
192605,58.3,4.6,72.8,6,43.8,3.1,1927,5,5
192606,60.8,-2.1,73.8,-1.4,47.8,-2.9,1927,6,5
192607,70.4,1.5,84.8,2.6,56,0.4,1927,7,5
192608,65.1,-1.7,78,-2.8,52.1,-0.8,1927,8,5
192609,52,-4.3,64.2,-5.6,39.8,-3,1927,9,5
192610,42.1,-1.8,53.7,-2.6,30.6,-0.8,1927,10,5
192611,20.6,-5.5,27.4,-8.1,13.7,-2.9,1927,11,5
192612,8.1,-4.6,17.8,-4.3,-1.6,-5,1927,12,5
192701,9,2.6,18,1.7,0.1,3.6,1928,1,5
192702,13.1,1.5,22.3,0.6,3.8,2.3,1928,2,5
192703,29.7,5.4,38.5,4,21,6.8,1928,3,5
192704,41.1,-0.2,51.1,-2.1,31.2,1.8,1928,4,5
192705,47.9,-5.8,56.9,-9.9,38.8,-1.9,1928,5,5
192706,61.4,-1.5,73.2,-2,49.6,-1.1,1928,6,5
192707,65.5,-3.4,77.4,-4.8,53.6,-2,1928,7,5
192708,63.3,-3.5,76.9,-3.9,49.6,-3.3,1928,8,5
192709,56.3,0,69.1,-0.7,43.5,0.7,1928,9,5
192710,46.4,2.5,59.2,2.9,33.6,2.2,1928,10,5
192711,19.5,-6.6,27.1,-8.4,12,-4.6,1928,11,5
192712,-3.2,-15.9,5.8,-16.3,-12.2,-15.6,1928,12,5
192801,11.7,5.3,21,4.7,2.3,5.8,1929,1,5
192802,17.9,6.3,27.9,6.2,8,6.5,1929,2,5
192803,28,3.7,39.3,4.8,16.6,2.4,1929,3,5
192804,35.9,-5.4,48,-5.2,23.8,-5.6,1929,4,5
192805,58.2,4.5,73.5,6.7,42.9,2.2,1929,5,5
192806,58.2,-4.7,70.2,-5,46.2,-4.5,1929,6,5
192807,67.3,-1.6,78.8,-3.4,55.7,0.1,1929,7,5
192808,64.4,-2.4,77.8,-3,51,-1.9,1929,8,5
192809,53.6,-2.7,67.5,-2.3,39.6,-3.2,1929,9,5
192810,42.6,-1.3,55.5,-0.8,29.7,-1.7,1929,10,5
192811,30.1,4,41.3,5.8,18.9,2.3,1929,11,5
192812,20,7.3,29.6,7.5,10.4,7,1929,12,5
192901,-6,-12.4,4.6,-11.7,-16.6,-13.1,1930,1,5
192902,1.9,-9.7,13.2,-8.5,-9.4,-10.9,1930,2,5
192903,29.8,5.5,39.6,5.1,20,5.8,1930,3,5
192904,40.9,-0.4,53.1,-0.1,28.6,-0.8,1930,4,5
192905,49.1,-4.6,62.9,-3.9,35.2,-5.5,1930,5,5
192906,61.4,-1.5,74.9,-0.3,47.8,-2.9,1930,6,5
192907,70.9,2,86.3,4.1,55.4,-0.2,1930,7,5
192908,68.4,1.6,85,4.2,51.8,-1.1,1930,8,5
192909,52.1,-4.2,64.3,-5.5,39.8,-3,1930,9,5
192910,45.8,1.9,58.2,1.9,33.5,2.1,1930,10,5
192911,23.6,-2.5,32,-3.5,15.2,-1.4,1930,11,5
192912,9.7,-3,18.3,-3.8,1.2,-2.2,1930,12,5
193001,-3.3,-9.7,5.2,-11.1,-11.8,-8.3,1931,1,5
193002,20.9,9.3,29.8,8.1,12.1,10.6,1931,2,5
193003,25.5,1.2,35.2,0.7,15.8,1.6,1931,3,5
193004,47,5.7,59.8,6.6,34.2,4.8,1931,4,5
193005,50.6,-3.1,62.8,-4,38.4,-2.3,1931,5,5
193006,63.2,0.3,75.2,0,51.3,0.6,1931,6,5
193007,72.4,3.5,87.6,5.4,57.1,1.5,1931,7,5
193008,70.2,3.4,84.5,3.7,55.8,2.9,1931,8,5
193009,56,-0.3,70.3,0.5,41.6,-1.2,1931,9,5
193010,39.8,-4.1,49.7,-6.6,29.8,-1.6,1931,10,5
193011,28.1,2,38.6,3.1,17.6,1,1931,11,5
193012,18.8,6.1,27.1,5,10.4,7,1931,12,5
193101,19.8,13.4,29.2,12.9,10.4,13.9,1932,1,5
193102,27.2,15.6,36.7,15,17.7,16.2,1932,2,5
193103,25.2,0.9,34.9,0.4,15.5,1.3,1932,3,5
193104,43.7,2.4,58.2,5,29.3,-0.1,1932,4,5
193105,52.9,-0.8,67.6,0.8,38.1,-2.6,1932,5,5
193106,68.2,5.3,81.8,6.6,54.8,4.1,1932,6,5
193107,70.6,1.7,84.6,2.4,56.7,1.1,1932,7,5
193108,66.5,-0.3,79.6,-1.2,53.4,0.5,1932,8,5
193109,60.7,4.4,75.3,5.5,46.1,3.3,1932,9,5
193110,46.9,3,59.2,2.9,34.7,3.3,1932,10,5
193111,28.9,2.8,38.9,3.4,18.8,2.2,1932,11,5
193112,19.4,6.7,27.8,5.7,11,7.6,1932,12,5
193201,8.2,1.8,17.5,1.2,-1.2,2.3,1933,1,5
193202,12.2,0.6,23,1.3,1.5,0,1933,2,5
193203,18.2,-6.1,27.4,-7.1,9.1,-5.1,1933,3,5
193204,43.8,2.5,55.2,2,32.5,3.1,1933,4,5
193205,55.7,2,68.9,2.1,42.5,1.8,1933,5,5
193206,66.8,3.9,78.3,3.1,55.3,4.6,1933,6,5
193207,70.1,1.2,84.3,2.1,55.8,0.2,1933,7,5
193208,68.1,1.3,82,1.2,54.2,1.3,1933,8,5
193209,56.4,0.1,71.8,2,41,-1.8,1933,9,5
193210,37.6,-6.3,47.3,-9,27.9,-3.5,1933,10,5
193211,24.2,-1.9,33.2,-2.3,15.2,-1.4,1933,11,5
193212,11.4,-1.3,20.9,-1.2,1.9,-1.5,1933,12,5
193301,10.9,4.5,21.3,5,0.6,4.1,1934,1,5
193302,7.5,-4.1,18.3,-3.4,-3.3,-4.8,1934,2,5
193303,28.2,3.9,38.3,3.8,18.2,4,1934,3,5
193304,39.6,-1.7,50.5,-2.7,28.7,-0.7,1934,4,5
193305,54.3,0.6,66.2,-0.6,42.4,1.7,1934,5,5
193306,70.6,7.7,85.1,9.9,56.2,5.5,1934,6,5
193307,72,3.1,86.6,4.4,57.3,1.7,1934,7,5
193308,68.1,1.3,82.9,2.1,53.2,0.3,1934,8,5
193309,60.6,4.3,75.4,5.6,45.8,3,1934,9,5
193310,40.8,-3.1,53.9,-2.4,27.7,-3.7,1934,10,5
193311,27.1,1,36,0.5,18.3,1.7,1934,11,5
193312,7.6,-5.1,18.5,-3.6,-3.3,-6.7,1934,12,5
193401,15,8.6,26.1,9.8,3.9,7.4,1935,1,5
193402,18.8,7.2,28.8,7.1,8.7,7.2,1935,2,5
193403,25.9,1.6,37.9,3.4,13.9,-0.3,1935,3,5
193404,43.3,2,56.7,3.5,29.9,0.5,1935,4,5
193405,63.4,9.7,80.3,13.5,46.6,5.9,1935,5,5
193406,64.1,1.2,77.2,2,51.1,0.4,1935,6,5
193407,71.8,2.9,87.1,4.9,56.5,0.9,1935,7,5
193408,67.1,0.3,82.6,1.8,51.6,-1.3,1935,8,5
193409,52.1,-4.2,65.2,-4.6,39,-3.8,1935,9,5
193410,48.2,4.3,60.2,3.9,36.2,4.8,1935,10,5
193411,32.7,6.6,43.2,7.7,22.2,5.6,1935,11,5
193412,11.7,-1,20.7,-1.4,2.7,-0.7,1935,12,5
193501,2.4,-4,12.9,-3.4,-8,-4.5,1936,1,5
193502,23.3,11.7,33,11.3,13.6,12.1,1936,2,5
193503,25.6,1.3,35.8,1.3,15.5,1.3,1936,3,5
193504,37.9,-3.4,47.8,-5.4,28,-1.4,1936,4,5
193505,49.1,-4.6,59.3,-7.5,39,-1.7,1936,5,5
193506,60.4,-2.5,71.8,-3.4,48.9,-1.8,1936,6,5
193507,73.8,4.9,86.4,4.2,61.3,5.7,1936,7,5
193508,65.9,-0.9,79.8,-1,51.9,-1,1936,8,5
193509,56.9,0.6,72,2.2,41.8,-1,1936,9,5
193510,42.9,-1,57.9,1.6,27.9,-3.5,1936,10,5
193511,16.4,-9.7,25.9,-9.6,7,-9.6,1936,11,5
193512,11.9,-0.8,20.9,-1.2,3,-0.4,1936,12,5
193601,-6.9,-13.3,2.6,-13.7,-16.4,-12.9,1937,1,5
193602,-14.1,-25.7,-4.7,-26.4,-23.4,-24.9,1937,2,5
193603,24.8,0.5,33.4,-1.1,16.2,2,1937,3,5
193604,35.2,-6.1,47.5,-5.7,22.9,-6.5,1937,4,5
193605,60.7,7,76.3,9.5,45.1,4.4,1937,5,5
193606,66.4,3.5,81.1,5.9,51.7,1,1937,6,5
193607,80.1,11.2,96.6,14.4,63.7,8.1,1937,7,5
193608,69.5,2.7,83.8,3,55.1,2.2,1937,8,5
193609,59.8,3.5,74.6,4.8,45.1,2.3,1937,9,5
193610,41.7,-2.2,56.2,-0.1,27.2,-4.2,1937,10,5
193611,26.8,0.7,36.7,1.2,17,0.4,1937,11,5
193612,13.4,0.7,22.1,0,4.7,1.3,1937,12,5
193701,-9.7,-16.1,-0.7,-17,-18.7,-15.2,1938,1,5
193702,5.7,-5.9,15.9,-5.8,-4.4,-5.9,1938,2,5
193703,24.4,0.1,33.8,-0.7,14.9,0.7,1938,3,5
193704,40.2,-1.1,50.2,-3,30.1,0.7,1938,4,5
193705,56.8,3.1,69.9,3.1,43.7,3,1938,5,5
193706,63.2,0.3,75.8,0.6,50.6,-0.1,1938,6,5
193707,71.6,2.7,84.3,2.1,58.9,3.3,1938,7,5
193708,72.7,5.9,88,7.2,57.4,4.5,1938,8,5
193709,58.1,1.8,72.4,2.6,43.8,1,1938,9,5
193710,43.4,-0.5,54.5,-1.8,32.3,0.9,1938,10,5
193711,24,-2.1,33.2,-2.3,14.7,-1.9,1938,11,5
193712,10.1,-2.6,20,-2.1,0.1,-3.3,1938,12,5
193801,8.3,1.9,17.8,1.5,-1.2,2.3,1939,1,5
193802,6.3,-5.3,16.1,-5.6,-3.4,-4.9,1939,2,5
193803,32.4,8.1,42.8,8.3,22,7.8,1939,3,5
193804,42.5,1.2,55.6,2.4,29.3,-0.1,1939,4,5
193805,51.8,-1.9,62.8,-4,40.7,0,1939,5,5
193806,64.2,1.3,76.8,1.6,51.6,0.9,1939,6,5
193807,69.5,0.6,82.8,0.6,56.2,0.6,1939,7,5
193808,69.4,2.6,85.3,4.5,53.5,0.6,1939,8,5
193809,61.4,5.1,76.3,6.5,46.4,3.6,1939,9,5
193810,50.1,6.2,62.9,6.6,37.3,5.9,1939,10,5
193811,22.7,-3.4,32.2,-3.3,13.2,-3.4,1939,11,5
193812,17,4.3,25.8,3.7,8.2,4.8,1939,12,5
193901,13.6,7.2,23.3,7,3.8,7.3,1940,1,5
193902,-1.7,-13.3,9.9,-11.8,-13.2,-14.7,1940,2,5
193903,23,-1.3,34.7,0.2,11.4,-2.8,1940,3,5
193904,41.3,0,54.5,1.3,28.2,-1.2,1940,4,5
193905,60.1,6.4,74.6,7.8,45.6,4.9,1940,5,5
193906,60.1,-2.8,71.5,-3.7,48.6,-2.1,1940,6,5
193907,72.8,3.9,87.6,5.4,58,2.4,1940,7,5
193908,68.5,1.7,84.3,3.5,52.8,-0.1,1940,8,5
193909,58.7,2.4,74.4,4.6,42.9,0.1,1940,9,5
193910,40.9,-3,52.2,-4.1,29.6,-1.8,1940,10,5
193911,33.8,7.7,47.2,11.7,20.4,3.8,1940,11,5
193912,25.4,12.7,36.1,14,14.7,11.3,1940,12,5
194001,1.8,-4.6,11.9,-4.4,-8.2,-4.7,1941,1,5
194002,14,2.4,22.2,0.5,5.8,4.3,1941,2,5
194003,22.7,-1.6,31.5,-3,13.8,-0.4,1941,3,5
194004,37.5,-3.8,47.4,-5.8,27.7,-1.7,1941,4,5
194005,54.7,1,68.6,1.8,40.7,0,1941,5,5
194006,63.1,0.2,76.6,1.4,49.7,-1,1941,6,5
194007,71.7,2.8,85.7,3.5,57.7,2.1,1941,7,5
194008,67.5,0.7,80.8,0,54.1,1.2,1941,8,5
194009,62.5,6.2,77.7,7.9,47.3,4.5,1941,9,5
194010,49.9,6,62.2,5.9,37.6,6.2,1941,10,5
194011,20.8,-5.3,28.5,-7,13.2,-3.4,1941,11,5
194012,18.6,5.9,28.3,6.2,8.9,5.5,1941,12,5
194101,9.6,3.2,19.1,2.8,0,3.5,1942,1,5
194102,11.3,-0.3,21.7,0,1,-0.5,1942,2,5
194103,24.1,-0.2,34,-0.5,14.2,0,1942,3,5
194104,43.8,2.5,53.6,0.4,34.1,4.7,1942,4,5
194105,58.3,4.6,70.7,3.9,45.9,5.2,1942,5,5
194106,64.2,1.3,74.8,-0.4,53.5,2.8,1942,6,5
194107,70.9,2,84.6,2.4,57.2,1.6,1942,7,5
194108,67.9,1.1,81,0.2,54.8,1.9,1942,8,5
194109,55.2,-1.1,66.5,-3.3,43.8,1,1942,9,5
194110,43.9,0,55.6,-0.7,32.1,0.7,1942,10,5
194111,29.2,3.1,37.6,2.1,20.8,4.2,1942,11,5
194112,21.3,8.6,30.8,8.7,11.9,8.5,1942,12,5
194201,17.1,10.7,28.3,12,5.9,9.4,1943,1,5
194202,13.4,1.8,22.8,1.1,3.9,2.4,1943,2,5
194203,29.4,5.1,38.5,4,20.3,6.1,1943,3,5
194204,44.7,3.4,56.4,3.2,33,3.6,1943,4,5
194205,49.8,-3.9,61.1,-5.7,38.5,-2.2,1943,5,5
194206,60,-2.9,70.9,-4.3,49.2,-1.5,1943,6,5
194207,67.1,-1.8,79.8,-2.4,54.5,-1.1,1943,7,5
194208,66,-0.8,78.9,-1.9,53.1,0.2,1943,8,5
194209,53.8,-2.5,66.5,-3.3,41,-1.8,1943,9,5
194210,45.8,1.9,59.1,2.8,32.6,1.2,1943,10,5
194211,26.9,0.8,37.8,2.3,16,-0.6,1943,11,5
194212,9.6,-3.1,19.6,-2.5,-0.3,-3.7,1943,12,5
194301,-2.8,-9.2,6.4,-9.9,-12.1,-8.6,1944,1,5
194302,14.4,2.8,25.3,3.6,3.6,2.1,1944,2,5
194303,16.6,-7.7,27.4,-7.1,5.9,-8.3,1944,3,5
194304,44.8,3.5,58.8,5.6,30.7,1.3,1944,4,5
194305,50,-3.7,62.6,-4.2,37.4,-3.3,1944,5,5
194306,60.3,-2.6,71.2,-4,49.4,-1.3,1944,6,5
194307,70.5,1.6,83.6,1.4,57.4,1.8,1944,7,5
194308,67.4,0.6,81.2,0.4,53.6,0.7,1944,8,5
194309,55.4,-0.9,69.7,-0.1,41,-1.8,1944,9,5
194310,47.6,3.7,62.5,6.2,32.6,1.2,1944,10,5
194311,27.4,1.3,34.6,-0.9,20.1,3.5,1944,11,5
194312,20.2,7.5,31.5,9.4,8.8,5.4,1944,12,5
194401,20.4,14,31.6,15.3,9.2,12.7,1945,1,5
194402,10.4,-1.2,22.1,0.4,-1.2,-2.7,1945,2,5
194403,16.2,-8.1,26.1,-8.4,6.2,-8,1945,3,5
194404,40.4,-0.9,52.5,-0.7,28.2,-1.2,1945,4,5
194405,58.1,4.4,71,4.2,45.1,4.4,1945,5,5
194406,61.8,-1.1,72.9,-2.3,50.6,-0.1,1945,6,5
194407,67.6,-1.3,81,-1.2,54.1,-1.5,1945,7,5
194408,65.3,-1.5,77.8,-3,52.8,-0.1,1945,8,5
194409,56.1,-0.2,68.6,-1.2,43.7,0.9,1945,9,5
194410,48,4.1,63.7,7.4,32.2,0.8,1945,10,5
194411,25.9,-0.2,32,-3.5,19.8,3.2,1945,11,5
194412,14.6,1.9,23.9,1.8,5.3,1.9,1945,12,5
194501,11.4,5,19.4,3.1,3.3,6.8,1946,1,5
194502,14.2,2.6,25.3,3.6,3.1,1.6,1946,2,5
194503,33,8.7,44.7,10.2,21.3,7.1,1946,3,5
194504,37.8,-3.5,49.1,-4.1,26.5,-2.9,1946,4,5
194505,47.7,-6,60.8,-6,34.6,-6.1,1946,5,5
194506,57.5,-5.4,68.7,-6.5,46.3,-4.4,1946,6,5
194507,67.8,-1.1,81.2,-1,54.4,-1.2,1946,7,5
194508,66.8,0,81,0.2,52.6,-0.3,1946,8,5
194509,53.7,-2.6,66.6,-3.2,40.8,-2,1946,9,5
194510,44.4,0.5,58.8,2.5,30,-1.4,1946,10,5
194511,21.1,-5,29.8,-5.7,12.4,-4.2,1946,11,5
194512,5.8,-6.9,14.5,-7.6,-2.8,-6.2,1946,12,5
194601,10,3.6,21.4,5.1,-1.3,2.2,1947,1,5
194602,9.7,-1.9,21.3,-0.4,-2,-3.5,1947,2,5
194603,34.5,10.2,44.6,10.1,24.3,10.1,1947,3,5
194604,48,6.7,62.1,8.9,34,4.6,1947,4,5
194605,50.6,-3.1,63.6,-3.2,37.6,-3.1,1947,5,5
194606,63.2,0.3,76.6,1.4,49.8,-0.9,1947,6,5
194607,70.6,1.7,84,1.8,57.2,1.6,1947,7,5
194608,65,-1.8,79.1,-1.7,50.9,-2,1947,8,5
194609,56.1,-0.2,68.8,-1,43.3,0.5,1947,9,5
194610,39.5,-4.4,49.4,-6.9,29.5,-1.9,1947,10,5
194611,24.4,-1.7,35.1,-0.4,13.7,-2.9,1947,11,5
194612,12.6,-0.1,21.7,-0.4,3.4,0,1947,12,5
194701,14.9,8.5,25.6,9.3,4.3,7.8,1948,1,5
194702,8,-3.6,18.4,-3.3,-2.4,-3.9,1948,2,5
194703,21.8,-2.5,30.4,-4.1,13.1,-1.1,1948,3,5
194704,39.6,-1.7,50.7,-2.5,28.5,-0.9,1948,4,5
194705,49.7,-4,63.2,-3.6,36.1,-4.6,1948,5,5
194706,59.6,-3.3,70.1,-5.1,49.1,-1.6,1948,6,5
194707,70.4,1.5,83.9,1.7,57,1.4,1948,7,5
194708,70.8,4,84.4,3.6,57.2,4.3,1948,8,5
194709,55.5,-0.8,68.8,-1,42.2,-0.6,1948,9,5
194710,50.6,6.7,63.5,7.2,37.7,6.3,1948,10,5
194711,21.3,-4.8,29.3,-6.2,13.4,-3.2,1948,11,5
194712,13.1,0.4,22.6,0.5,3.5,0.1,1948,12,5
194801,8.3,1.9,19.4,3.1,-2.8,0.7,1949,1,5
194802,6.3,-5.3,16.8,-4.9,-4.3,-5.8,1949,2,5
194803,17.1,-7.2,27.5,-7,6.6,-7.6,1949,3,5
194804,40.3,-1,51.8,-1.4,28.8,-0.6,1949,4,5
194805,55,1.3,68.4,1.6,41.5,0.8,1949,5,5
194806,62.3,-0.6,73.9,-1.3,50.7,0,1949,6,5
194807,69.1,0.2,81.3,-0.9,57,1.4,1949,7,5
194808,68.4,1.6,82.2,1.4,54.6,1.7,1949,8,5
194809,63.3,7,79,9.2,47.6,4.8,1949,9,5
194810,45.6,1.7,59.8,3.5,31.4,0,1949,10,5
194811,28,1.9,35.7,0.2,20.4,3.8,1949,11,5
194812,9.3,-3.4,19,-3.1,-0.4,-3.8,1949,12,5
194901,0.4,-6,10,-6.3,-9.2,-5.7,1950,1,5
194902,1.2,-10.4,12.6,-9.1,-10.2,-11.7,1950,2,5
194903,21.2,-3.1,30.3,-4.2,12.2,-2,1950,3,5
194904,46.8,5.5,60.8,7.6,32.7,3.3,1950,4,5
194905,56.4,2.7,70.5,3.7,42.4,1.7,1950,5,5
194906,63.6,0.7,77,1.8,50.2,-0.5,1950,6,5
194907,69.4,0.5,83.3,1.1,55.4,-0.2,1950,7,5
194908,70.8,4,86.2,5.4,55.4,2.5,1950,8,5
194909,55.2,-1.1,70.8,1,39.7,-3.1,1950,9,5
194910,42.6,-1.3,53.8,-2.5,31.4,0,1950,10,5
194911,35.7,9.6,47.2,11.7,24.3,7.7,1950,11,5
194912,7.1,-5.6,17.1,-5,-2.8,-6.2,1950,12,5
195001,-11.9,-18.3,-2.8,-19.1,-21,-17.5,1951,1,5
195002,7.8,-3.8,18.9,-2.8,-3.2,-4.7,1951,2,5
195003,18.4,-5.9,27.7,-6.8,9,-5.2,1951,3,5
195004,32,-9.3,40.6,-12.6,23.3,-6.1,1951,4,5
195005,49,-4.7,59.4,-7.4,38.5,-2.2,1951,5,5
195006,62,-0.9,75.5,0.3,48.4,-2.3,1951,6,5
195007,65.9,-3,78.7,-3.5,53.1,-2.5,1951,7,5
195008,63.5,-3.3,77.2,-3.6,49.8,-3.1,1951,8,5
195009,57.1,0.8,69.9,0.1,44.3,1.5,1951,9,5
195010,45.9,2,58.5,2.2,33.3,1.9,1951,10,5
195011,20.3,-5.8,30.5,-5,10.1,-6.5,1951,11,5
195012,8.8,-3.9,17.8,-4.3,-0.1,-3.5,1951,12,5
195101,2,-4.4,11.8,-4.5,-7.8,-4.3,1952,1,5
195102,10.7,-0.9,20.7,-1,0.8,-0.7,1952,2,5
195103,11.7,-12.6,22,-12.5,1.4,-12.8,1952,3,5
195104,38.2,-3.1,49.4,-3.8,27,-2.4,1952,4,5
195105,56.1,2.4,70.3,3.5,41.8,1.1,1952,5,5
195106,58.3,-4.6,70,-5.2,46.5,-4.2,1952,6,5
195107,68,-0.9,82.1,-0.1,54,-1.6,1952,7,5
195108,63.5,-3.3,75.2,-5.6,51.7,-1.2,1952,8,5
195109,52.4,-3.9,63.3,-6.5,41.5,-1.3,1952,9,5
195110,41.2,-2.7,51.4,-4.9,31,-0.4,1952,10,5
195111,20.6,-5.5,30.4,-5.1,10.9,-5.7,1952,11,5
195112,4.7,-8,13.4,-8.7,-4,-7.4,1952,12,5
195201,1.7,-4.7,11.1,-5.2,-7.6,-4.1,1953,1,5
195202,16.5,4.9,25.2,3.5,7.8,6.3,1953,2,5
195203,17.4,-6.9,25.9,-8.6,8.9,-5.3,1953,3,5
