,Year,Month,State,Precipitation
151,1897,8,MONTANA,1.2401109575664313
152,1897,9,MONTANA,1.3650287985285414
153,1897,10,MONTANA,1.4384558672243033
154,1897,11,MONTANA,3.0665957282913148
155,1897,12,MONTANA,1.4427935486319812
156,1897,1,NEBRASKA,0.5775727599672459
157,1897,2,NEBRASKA,0.6896770590763905
158,1897,3,NEBRASKA,1.2289457585427377
159,1897,4,NEBRASKA,2.7151044780095117
160,1897,5,NEBRASKA,3.515824860602612
161,1897,6,NEBRASKA,3.311078857972836
162,1897,7,NEBRASKA,2.760838810141068
163,1897,8,NEBRASKA,2.675212053087474
164,1897,9,NEBRASKA,1.7919655707055466
165,1897,10,NEBRASKA,1.4988631624989528
166,1897,11,NEBRASKA,0.6201800595355266
167,1897,12,NEBRASKA,1.1214123528622557
168,1897,1,NORTH DAKOTA,0.5486071780656114
169,1897,2,NORTH DAKOTA,0.634667861243795
170,1897,3,NORTH DAKOTA,0.8615231864705174
171,1897,4,NORTH DAKOTA,1.6743753964856836
172,1897,5,NORTH DAKOTA,2.631190994699669
173,1897,6,NORTH DAKOTA,3.581447805344479
174,1897,7,NORTH DAKOTA,2.68539410097345
175,1897,8,NORTH DAKOTA,1.7723382037481232
176,1897,9,NORTH DAKOTA,0.8865466981933736
177,1897,10,NORTH DAKOTA,0.7369257099292621
178,1897,11,NORTH DAKOTA,0.5775474075589869
179,1897,12,NORTH DAKOTA,0.5062165915726087
180,1897,1,OKLAHOMA,1.4705619393909282
181,1897,2,OKLAHOMA,1.1062732167892997
182,1897,3,OKLAHOMA,2.223876626723978
183,1897,4,OKLAHOMA,4.028744341518678
184,1897,5,OKLAHOMA,5.465071799113227
185,1897,6,OKLAHOMA,3.921220445814988
186,1897,7,OKLAHOMA,2.8648191111993437
187,1897,8,OKLAHOMA,2.6769599166089826
188,1897,9,OKLAHOMA,2.5627029140937827
189,1897,10,OKLAHOMA,1.9873778268229574
190,1897,11,OKLAHOMA,1.5359549173912859
191,1897,12,OKLAHOMA,1.5215165843589673
192,1897,1,SOUTH DAKOTA,0.6517827402743426
193,1897,2,SOUTH DAKOTA,0.6007711429385708
194,1897,3,SOUTH DAKOTA,1.3710971540236199
195,1897,4,SOUTH DAKOTA,2.2688085756286758
196,1897,5,SOUTH DAKOTA,2.7009384268598193
197,1897,6,SOUTH DAKOTA,3.4983305031321184
198,1897,7,SOUTH DAKOTA,2.3940984977440083
199,1897,8,SOUTH DAKOTA,2.079080963185661
200,1897,9,SOUTH DAKOTA,1.0962632416284077
201,1897,10,SOUTH DAKOTA,1.2847134298597944
202,1897,11,SOUTH DAKOTA,0.7138655614313032
203,1897,12,SOUTH DAKOTA,0.5180692383400175
204,1897,1,TEXAS,1.6513242480158272
205,1897,2,TEXAS,1.012613764396808
206,1897,3,TEXAS,1.9283123649704605
207,1897,4,TEXAS,2.0968949340128837
208,1897,5,TEXAS,3.3816379981969793
209,1897,6,TEXAS,2.63117842199579
210,1897,7,TEXAS,2.201094283999575
211,1897,8,TEXAS,2.3195548384363605
212,1897,9,TEXAS,2.4569017514485414
213,1897,10,TEXAS,2.4973224973207993
214,1897,11,TEXAS,1.4984919296546364
215,1897,12,TEXAS,1.5131154969639917
216,1898,1,COLORADO,1.1461980548773325
217,1898,2,COLORADO,0.8420722750053595
218,1898,3,COLORADO,1.3045060538083522
219,1898,4,COLORADO,1.6955089826199565
220,1898,5,COLORADO,2.7561102960471935
221,1898,6,COLORADO,1.6382033254909105
222,1898,7,COLORADO,2.2052718087926895
223,1898,8,COLORADO,1.9309395378911578
224,1898,9,COLORADO,1.363418796988598
225,1898,10,COLORADO,0.9642907215664097
226,1898,11,COLORADO,0.8940898117813663
227,1898,12,COLORADO,1.0282258356517133
228,1898,1,KANSAS,0.9773481797082241
229,1898,2,KANSAS,0.8408740591034856
230,1898,3,KANSAS,1.4227105271698104
231,1898,4,KANSAS,2.6646543549896524
232,1898,5,KANSAS,4.414842533259045
233,1898,6,KANSAS,3.8361722269553464
234,1898,7,KANSAS,2.9442342678267006
235,1898,8,KANSAS,3.030993100374936
236,1898,9,KANSAS,3.073191693688835
237,1898,10,KANSAS,1.7477468585736162
238,1898,11,KANSAS,1.1441163112442274
239,1898,12,KANSAS,0.8599789242550692
240,1898,1,MINNESOTA,0.626850355710308
241,1898,2,MINNESOTA,0.7216288681515364
242,1898,3,MINNESOTA,1.231435219155279
243,1898,4,MINNESOTA,1.5008828220206718
244,1898,5,MINNESOTA,3.001471309553695
245,1898,6,MINNESOTA,3.936300474252135
246,1898,7,MINNESOTA,3.5851869462368553
247,1898,8,MINNESOTA,3.532217580084944
248,1898,9,MINNESOTA,2.3378275129247577
249,1898,10,MINNESOTA,1.8417539930058304
250,1898,11,MINNESOTA,1.1374253646910892
251,1898,12,MINNESOTA,0.8402727287562684
252,1898,1,MONTANA,1.29041871714049
253,1898,2,MONTANA,1.301030649538277
254,1898,3,MONTANA,1.6876506083092653
255,1898,4,MONTANA,1.6567367205570163
256,1898,5,MONTANA,2.708522757952189
257,1898,6,MONTANA,3.2698635610495437
258,1898,7,MONTANA,1.4886267144421788
259,1898,8,MONTANA,1.1245479472910376
260,1898,9,MONTANA,1.4164493156268896
261,1898,10,MONTANA,1.3035333556016417
262,1898,11,MONTANA,2.160882677205032
263,1898,12,MONTANA,1.1561878690336322
264,1898,1,NEBRASKA,0.7485607197113326
265,1898,2,NEBRASKA,0.5287030236676458
266,1898,3,NEBRASKA,0.9000327006392438
267,1898,4,NEBRASKA,2.339125908702354
268,1898,5,NEBRASKA,3.9803297146588137
269,1898,6,NEBRASKA,3.4988844327155904
270,1898,7,NEBRASKA,2.6423043256993166
271,1898,8,NEBRASKA,2.5479556848089175
272,1898,9,NEBRASKA,2.113606929147098
273,1898,10,NEBRASKA,1.4606245733821421
274,1898,11,NEBRASKA,0.5672924262309404
275,1898,12,NEBRASKA,0.37190920301285496
276,1898,1,NORTH DAKOTA,0.36753666237757726
277,1898,2,NORTH DAKOTA,0.5122625369010424
278,1898,3,NORTH DAKOTA,0.746510025722852
279,1898,4,NORTH DAKOTA,1.4363536282398648
280,1898,5,NORTH DAKOTA,2.1548115643441523
281,1898,6,NORTH DAKOTA,3.402595235665515
282,1898,7,NORTH DAKOTA,2.606467155344739
283,1898,8,NORTH DAKOTA,2.095432868622163
284,1898,9,NORTH DAKOTA,1.3878295597251848
285,1898,10,NORTH DAKOTA,1.4287775933274895
286,1898,11,NORTH DAKOTA,0.562467929463951
287,1898,12,NORTH DAKOTA,0.5150889421866574
288,1898,1,OKLAHOMA,2.4460470581370894
289,1898,2,OKLAHOMA,1.3623349593071585
290,1898,3,OKLAHOMA,3.0071849735117864
291,1898,4,OKLAHOMA,3.0055829813731303
292,1898,5,OKLAHOMA,5.499788527349192
293,1898,6,OKLAHOMA,4.184132025526836
294,1898,7,OKLAHOMA,2.8391033134157855
295,1898,8,OKLAHOMA,2.7386648500913706
296,1898,9,OKLAHOMA,2.6824766098627753
297,1898,10,OKLAHOMA,2.2326708915124915
298,1898,11,OKLAHOMA,1.6418704970640252
299,1898,12,OKLAHOMA,1.6844209109714714
300,1898,1,SOUTH DAKOTA,0.443627439319973
301,1898,2,SOUTH DAKOTA,0.4651182213735593
302,1898,3,SOUTH DAKOTA,0.8975021968005943
303,1898,4,SOUTH DAKOTA,2.0034926688758237
304,1898,5,SOUTH DAKOTA,3.0836497636683236
305,1898,6,SOUTH DAKOTA,2.8544118920568082
306,1898,7,SOUTH DAKOTA,2.4323321261390713
307,1898,8,SOUTH DAKOTA,1.8959646731801252
308,1898,9,SOUTH DAKOTA,1.674031895113239
309,1898,10,SOUTH DAKOTA,1.1782373711139114
310,1898,11,SOUTH DAKOTA,0.6544564268030105
311,1898,12,SOUTH DAKOTA,0.47813756281211056
312,1898,1,TEXAS,1.518645394894628
313,1898,2,TEXAS,1.3286313841326993
314,1898,3,TEXAS,1.6958103174603167
315,1898,4,TEXAS,2.275926756161101
316,1898,5,TEXAS,3.171274188266336
317,1898,6,TEXAS,3.3888598887643737
318,1898,7,TEXAS,2.383392811569
319,1898,8,TEXAS,2.3696679277367014
320,1898,9,TEXAS,2.493304129864268
321,1898,10,TEXAS,2.2810333921632533
322,1898,11,TEXAS,1.5154447635675126
323,1898,12,TEXAS,1.6927212925736983
324,1899,1,COLORADO,1.2052749995288259
325,1899,2,COLORADO,1.1427493070509984
326,1899,3,COLORADO,1.2645473938536864
327,1899,4,COLORADO,1.5976672489110502
328,1899,5,COLORADO,1.6760968685348314
329,1899,6,COLORADO,1.4183178346267786
330,1899,7,COLORADO,2.2301352565570096
331,1899,8,COLORADO,1.991077352366849
332,1899,9,COLORADO,1.2626588089414355
333,1899,10,COLORADO,1.6371741510044187
334,1899,11,COLORADO,1.1660166660743299
335,1899,12,COLORADO,1.2004368694768524
336,1899,1,KANSAS,0.5449366016853111
337,1899,2,KANSAS,0.8753196501420462
338,1899,3,KANSAS,1.5079265022701307
339,1899,4,KANSAS,1.865387557469824
340,1899,5,KANSAS,3.625802849456443
341,1899,6,KANSAS,3.618760781679031
342,1899,7,KANSAS,3.5312538964423648
343,1899,8,KANSAS,2.994276621896915
344,1899,9,KANSAS,2.7412553918074387
345,1899,10,KANSAS,1.6763642659182767
346,1899,11,KANSAS,1.2959058932530956
347,1899,12,KANSAS,0.8726716062336175
348,1899,1,MINNESOTA,0.8000968721788625
349,1899,2,MINNESOTA,0.7415502845650029
350,1899,3,MINNESOTA,1.2337379635992554
351,1899,4,MINNESOTA,1.6389360151357326
352,1899,5,MINNESOTA,3.043823187264018
353,1899,6,MINNESOTA,4.004572768229693
354,1899,7,MINNESOTA,3.3007907490344777
355,1899,8,MINNESOTA,3.857975727975291
356,1899,9,MINNESOTA,2.2363833406918165
357,1899,10,MINNESOTA,2.3320581895301693
358,1899,11,MINNESOTA,1.2210459221869383
359,1899,12,MINNESOTA,0.8322475681548663
360,1899,1,MONTANA,1.5676934182148095
361,1899,2,MONTANA,1.2411973054349723
362,1899,3,MONTANA,1.1712085860152808
363,1899,4,MONTANA,1.3700353561749523
364,1899,5,MONTANA,2.1667558443440305
365,1899,6,MONTANA,3.047288354592559
366,1899,7,MONTANA,1.4384459534027585
367,1899,8,MONTANA,1.5031305104296209
368,1899,9,MONTANA,1.4486687168617038
369,1899,10,MONTANA,1.562526273765029
370,1899,11,MONTANA,1.1791626267998374
371,1899,12,MONTANA,1.4690278566112187
372,1899,1,NEBRASKA,0.47462649959262754
373,1899,2,NEBRASKA,0.6284779862615254
374,1899,3,NEBRASKA,0.9039607216687965
375,1899,4,NEBRASKA,1.7942805860960014
376,1899,5,NEBRASKA,3.0882954476160496
377,1899,6,NEBRASKA,4.279509786704472
378,1899,7,NEBRASKA,2.781117423216071
379,1899,8,NEBRASKA,2.970571820044956
380,1899,9,NEBRASKA,1.8432373800700141
381,1899,10,NEBRASKA,1.3530635931323727
382,1899,11,NEBRASKA,0.70544982822328
383,1899,12,NEBRASKA,0.5349859080805176
384,1899,1,NORTH DAKOTA,0.4980116976668001
385,1899,2,NORTH DAKOTA,0.48598203655378586
386,1899,3,NORTH DAKOTA,0.843499988421939
387,1899,4,NORTH DAKOTA,1.2893393492758247
388,1899,5,NORTH DAKOTA,2.6735959431655822
389,1899,6,NORTH DAKOTA,3.4480918319258054
390,1899,7,NORTH DAKOTA,2.399614446191619
391,1899,8,NORTH DAKOTA,2.36508772053648
392,1899,9,NORTH DAKOTA,1.4266156987138319
393,1899,10,NORTH DAKOTA,0.9504526696609958
394,1899,11,NORTH DAKOTA,0.48595002768866685
395,1899,12,NORTH DAKOTA,0.4657801570787796
396,1899,1,OKLAHOMA,1.5464964637252756
397,1899,2,OKLAHOMA,1.391975134414067
398,1899,3,OKLAHOMA,1.8171914334103667
399,1899,4,OKLAHOMA,3.2988060716429812
400,1899,5,OKLAHOMA,4.868897994549561
401,1899,6,OKLAHOMA,3.960099910026067
402,1899,7,OKLAHOMA,3.3194694462558014
403,1899,8,OKLAHOMA,2.5952551672404938
404,1899,9,OKLAHOMA,2.602615552700225
405,1899,10,OKLAHOMA,2.532257043263719
406,1899,11,OKLAHOMA,2.2087822525823553
407,1899,12,OKLAHOMA,1.1930929360328602
408,1899,1,SOUTH DAKOTA,0.5660405174342256
409,1899,2,SOUTH DAKOTA,0.5695231740513145
410,1899,3,SOUTH DAKOTA,1.2036523406236903
411,1899,4,SOUTH DAKOTA,1.5969445209219646
412,1899,5,SOUTH DAKOTA,3.3612608481627007
413,1899,6,SOUTH DAKOTA,3.4494504315667225
414,1899,7,SOUTH DAKOTA,2.3697882614047714
415,1899,8,SOUTH DAKOTA,2.2191688925461053
416,1899,9,SOUTH DAKOTA,1.3678199426135556
417,1899,10,SOUTH DAKOTA,1.0780066839776925
418,1899,11,SOUTH DAKOTA,0.448210611586577
419,1899,12,SOUTH DAKOTA,0.49954159089769495
420,1899,1,TEXAS,1.2483485696476038
421,1899,2,TEXAS,1.3622909183710241
422,1899,3,TEXAS,1.3887758746962091
423,1899,4,TEXAS,2.8106688908330857
424,1899,5,TEXAS,3.0751539055098607
425,1899,6,TEXAS,4.121835260218586
426,1899,7,TEXAS,2.2611953288375886
427,1899,8,TEXAS,2.2108633416034924
428,1899,9,TEXAS,2.828182782683746
429,1899,10,TEXAS,2.436204399177705
430,1899,11,TEXAS,2.0189624131026376
431,1899,12,TEXAS,1.9623593871161515
432,1900,1,COLORADO,1.0799430696574799
433,1900,2,COLORADO,1.0230460335096774
434,1900,3,COLORADO,1.2175682698022943
435,1900,4,COLORADO,3.566279199932229
436,1900,5,COLORADO,1.9562107920474971
437,1900,6,COLORADO,1.822349423759645
438,1900,7,COLORADO,1.785137973017232
439,1900,8,COLORADO,1.7266244276455285
440,1900,9,COLORADO,1.395072672451425
441,1900,10,COLORADO,1.0970971330186075
442,1900,11,COLORADO,1.0659449200003284
443,1900,12,COLORADO,0.9510530940060632
444,1900,1,KANSAS,0.6412293961524719
445,1900,2,KANSAS,1.0360900258434897
446,1900,3,KANSAS,1.0596761494117342
447,1900,4,KANSAS,3.115285545886294
448,1900,5,KANSAS,3.800083630791999
449,1900,6,KANSAS,3.4319538137932297
450,1900,7,KANSAS,3.338779447765774
451,1900,8,KANSAS,2.818532601172012
452,1900,9,KANSAS,3.666493576152421
453,1900,10,KANSAS,2.0187858369975147
454,1900,11,KANSAS,0.9501378122924726
455,1900,12,KANSAS,0.8040420742476777
456,1900,1,MINNESOTA,0.7821553066005003
457,1900,2,MINNESOTA,0.7990534862141557
458,1900,3,MINNESOTA,0.9603115980580545
459,1900,4,MINNESOTA,1.5527314682857745
460,1900,5,MINNESOTA,1.975162713001029
461,1900,6,MINNESOTA,3.7004403350236017
462,1900,7,MINNESOTA,3.368698215064086
463,1900,8,MINNESOTA,4.888187097042746
464,1900,9,MINNESOTA,2.831636025020679
465,1900,10,MINNESOTA,2.309771793594198
466,1900,11,MINNESOTA,1.0409276963505076
467,1900,12,MINNESOTA,0.7512260054199653
468,1900,1,MONTANA,1.0836627836744146
469,1900,2,MONTANA,1.247827054300042
470,1900,3,MONTANA,1.294367806972875
471,1900,4,MONTANA,1.5827055977702338
472,1900,5,MONTANA,2.076303458466737
473,1900,6,MONTANA,2.2942579424637266
474,1900,7,MONTANA,1.4217077355092125
475,1900,8,MONTANA,1.5099392738274775
476,1900,9,MONTANA,1.536675549827917
477,1900,10,MONTANA,1.525793961943262
478,1900,11,MONTANA,1.2764263288911877
479,1900,12,MONTANA,1.1304636363022005
480,1900,1,NEBRASKA,0.42942251114132857
481,1900,2,NEBRASKA,0.5937641896347643
482,1900,3,NEBRASKA,0.6887032279312366
483,1900,4,NEBRASKA,2.497978705999848
484,1900,5,NEBRASKA,3.3026546208360066
485,1900,6,NEBRASKA,3.297807324149282
486,1900,7,NEBRASKA,2.7944569999647637
487,1900,8,NEBRASKA,2.7428834546449483
488,1900,9,NEBRASKA,1.7077037727930622
489,1900,10,NEBRASKA,1.4796741940921865
490,1900,11,NEBRASKA,0.6063331562501121
491,1900,12,NEBRASKA,0.5769080802743183
492,1900,1,NORTH DAKOTA,0.46711113738431004
493,1900,2,NORTH DAKOTA,0.48516981668281417
494,1900,3,NORTH DAKOTA,0.7320734295980253
495,1900,4,NORTH DAKOTA,1.068420870525706
496,1900,5,NORTH DAKOTA,2.0039680665887873
497,1900,6,NORTH DAKOTA,3.3883628515956836
498,1900,7,NORTH DAKOTA,2.547425294534349
499,1900,8,NORTH DAKOTA,2.54190365715437
500,1900,9,NORTH DAKOTA,2.176291963219066
501,1900,10,NORTH DAKOTA,1.1082262393475097
502,1900,11,NORTH DAKOTA,0.726952160876273
503,1900,12,NORTH DAKOTA,0.5052978833066601
504,1900,1,OKLAHOMA,1.3818376218487398
505,1900,2,OKLAHOMA,1.0037249700006428
506,1900,3,OKLAHOMA,1.5813015052076875
507,1900,4,OKLAHOMA,3.6541266375966006
508,1900,5,OKLAHOMA,4.27684963651828
509,1900,6,OKLAHOMA,3.656505739468581
510,1900,7,OKLAHOMA,3.462116508599931
511,1900,8,OKLAHOMA,2.234734577066024
512,1900,9,OKLAHOMA,3.997735660479171
513,1900,10,OKLAHOMA,2.7381367699766925
514,1900,11,OKLAHOMA,1.457140468539004
515,1900,12,OKLAHOMA,0.8364788743937255
516,1900,1,SOUTH DAKOTA,0.5193639073481919
517,1900,2,SOUTH DAKOTA,0.5168630547885116
518,1900,3,SOUTH DAKOTA,0.9488896058790356
519,1900,4,SOUTH DAKOTA,1.9857925363960596
520,1900,5,SOUTH DAKOTA,2.070994759114178
521,1900,6,SOUTH DAKOTA,3.1749583729285096
522,1900,7,SOUTH DAKOTA,2.814327090761611
523,1900,8,SOUTH DAKOTA,2.479449896737643
524,1900,9,SOUTH DAKOTA,1.7922366013562752
525,1900,10,SOUTH DAKOTA,1.1181755704147132
526,1900,11,SOUTH DAKOTA,0.44018295538510477
527,1900,12,SOUTH DAKOTA,0.4107044379887854
528,1900,1,TEXAS,1.6998086822666634
529,1900,2,TEXAS,1.2462294361877515
530,1900,3,TEXAS,2.2543131679673607
531,1900,4,TEXAS,3.8167543878815007
532,1900,5,TEXAS,3.68865324340869
533,1900,6,TEXAS,2.840962454167898
534,1900,7,TEXAS,2.5381148416666766
535,1900,8,TEXAS,2.4099024825713076
536,1900,9,TEXAS,3.9082399872615583
537,1900,10,TEXAS,3.005967393693679
538,1900,11,TEXAS,1.3685733196078835
539,1900,12,TEXAS,1.3016275413281377
540,1901,1,COLORADO,0.8554417515905594
541,1901,2,COLORADO,1.115456706842243
542,1901,3,COLORADO,1.406934136744124
543,1901,4,COLORADO,2.2938164321590206
544,1901,5,COLORADO,2.476018752468004
545,1901,6,COLORADO,1.6416592474721698
546,1901,7,COLORADO,1.8035163945919281
547,1901,8,COLORADO,2.0146775106115085
548,1901,9,COLORADO,1.3931423557564826
549,1901,10,COLORADO,1.4230000192423118
550,1901,11,COLORADO,0.7939414344279079
551,1901,12,COLORADO,0.923581141560802
552,1901,1,KANSAS,0.5623447984861211
553,1901,2,KANSAS,0.9578498253164491
554,1901,3,KANSAS,1.1905311017729674
555,1901,4,KANSAS,3.1029899248427206
556,1901,5,KANSAS,3.5006158353594183
557,1901,6,KANSAS,3.65570028345483
558,1901,7,KANSAS,3.1984100833147635
559,1901,8,KANSAS,2.881888074583082
560,1901,9,KANSAS,3.0283380535424294
561,1901,10,KANSAS,1.931513747184882
562,1901,11,KANSAS,1.05308625242824
563,1901,12,KANSAS,0.80466388814831
564,1901,1,MINNESOTA,0.7299867439275262
565,1901,2,MINNESOTA,0.8420976486287163
566,1901,3,MINNESOTA,1.355772952068502
567,1901,4,MINNESOTA,2.1746467312669613
568,1901,5,MINNESOTA,1.8007699929017174
569,1901,6,MINNESOTA,4.158708815814009
570,1901,7,MINNESOTA,3.4269740158916657
571,1901,8,MINNESOTA,3.228267969039387
572,1901,9,MINNESOTA,3.239237672414553
573,1901,10,MINNESOTA,1.803045069770553
574,1901,11,MINNESOTA,1.309802289441389
575,1901,12,MINNESOTA,0.7196702823115406
576,1901,1,MONTANA,1.233268646367331
577,1901,2,MONTANA,1.256850888120084
578,1901,3,MONTANA,1.2140571811357657
579,1901,4,MONTANA,2.075739818651629
580,1901,5,MONTANA,2.8136356883962836
581,1901,6,MONTANA,2.7091023274013524
582,1901,7,MONTANA,1.3095090313340934
583,1901,8,MONTANA,1.1887780935727428
584,1901,9,MONTANA,1.8814984251144091
585,1901,10,MONTANA,1.2267127633039443
586,1901,11,MONTANA,1.1537361975030602
587,1901,12,MONTANA,1.5558447464299265
588,1901,1,NEBRASKA,0.48878818077321773
589,1901,2,NEBRASKA,0.5975450450647191
590,1901,3,NEBRASKA,1.556760742913947
591,1901,4,NEBRASKA,2.4153296860070146
